ID,Gender,Education,Alcohol(Class),Cannabis(Class),Crack(Class),Heroin(Class)
1260.0,Mujer,Maestría finalizada,En el último año,Nunca,Nunca,Nunca
1261.0,Mujer,Grado Universitario,En la última semana,Ayer,Hace mas de una decada,Nunca
1262.0,Mujer,Educación Técnica o de Universidad(No finalizada),En el último mes,Nunca,Nunca,Nunca
1263.0,Mujer,Diploma/certificado profesional,Ayer,En la última decada,Nunca,Nunca
1264.0,Mujer,Grado Universitario,Ayer,Hace mas de una decada,Nunca,Nunca
1265.0,Mujer,Diploma/certificado profesional,Ayer,Nunca,Nunca,Nunca
1266.0,Mujer,Dejó la escuela a los 16 años,En la última semana,Nunca,Nunca,Nunca
1267.0,Mujer,Maestría finalizada,En la última semana,En la última semana,Nunca,Nunca
1268.0,Mujer,Diploma/certificado profesional,Ayer,Nunca,Nunca,Nunca
1269.0,Mujer,Grado Universitario,En la última semana,Nunca,Nunca,Nunca
1270.0,Mujer,Maestría finalizada,En la última semana,Hace mas de una decada,Nunca,Nunca
1271.0,Mujer,Diploma/certificado profesional,En el último año,En la última decada,Nunca,Nunca
1272.0,Mujer,Grado Universitario,Ayer,Nunca,Nunca,Nunca
1273.0,Mujer,Educación Técnica o de Universidad(No finalizada),En el último mes,Nunca,Nunca,Nunca
1274.0,Hombre,Doctorado finalizado,En el último mes,Nunca,Nunca,Nunca
1275.0,Mujer,Maestría finalizada,En la última semana,En la última semana,Nunca,Nunca
1276.0,Mujer,Diploma/certificado profesional,En el último año,En la última semana,Nunca,Nunca
1277.0,Hombre,Educación Técnica o de Universidad(No finalizada),En la última semana,Ayer,Nunca,Nunca
1278.0,Mujer,Educación Técnica o de Universidad(No finalizada),En la última semana,Ayer,En la última semana,En la última semana
1279.0,Mujer,Diploma/certificado profesional,En el último mes,En el último mes,Hace mas de una decada,Hace mas de una decada
1280.0,Mujer,Grado Universitario,En la última semana,Nunca,Nunca,Nunca
1281.0,Hombre,Grado Universitario,Nunca,Nunca,Nunca,Nunca
1282.0,Hombre,Educación Técnica o de Universidad(No finalizada),En el último mes,En el último año,Nunca,Nunca
1283.0,Mujer,Educación Técnica o de Universidad(No finalizada),En el último mes,Ayer,Nunca,Nunca
1284.0,Mujer,Educación Técnica o de Universidad(No finalizada),En el último mes,En el último año,Nunca,Nunca
1285.0,Hombre,Educación Técnica o de Universidad(No finalizada),Ayer,Ayer,Nunca,Nunca
1286.0,Hombre,Educación Técnica o de Universidad(No finalizada),En la última semana,Ayer,Nunca,En el último mes
1287.0,Hombre,Educación Técnica o de Universidad(No finalizada),En el último año,Ayer,Nunca,En la última semana
1288.0,Mujer,Grado Universitario,Ayer,En la última semana,Hace mas de una decada,Hace mas de una decada
1289.0,Mujer,Educación Técnica o de Universidad(No finalizada),En el último mes,Ayer,Nunca,Nunca
1290.0,Hombre,Maestría finalizada,En la última semana,En el último año,Nunca,Nunca
1291.0,Hombre,Educación Técnica o de Universidad(No finalizada),En la última semana,En la última decada,Nunca,Nunca
1292.0,Hombre,Diploma/certificado profesional,En la última semana,Ayer,En la última semana,Nunca
1293.0,Hombre,Educación Técnica o de Universidad(No finalizada),En la última semana,En el último mes,En la última semana,En la última semana
1294.0,Mujer,Maestría finalizada,Ayer,Ayer,Nunca,Nunca
1295.0,Mujer,Educación Técnica o de Universidad(No finalizada),En la última semana,Ayer,Nunca,Nunca
1296.0,Hombre,Educación Técnica o de Universidad(No finalizada),En el último mes,Ayer,En la última decada,Nunca
1297.0,Mujer,Educación Técnica o de Universidad(No finalizada),Ayer,En el último mes,Nunca,Nunca
1298.0,Hombre,Educación Técnica o de Universidad(No finalizada),En el último mes,Ayer,En la última decada,En la última decada
1299.0,Mujer,Grado Universitario,Ayer,En la última decada,Nunca,Nunca
1300.0,Hombre,Educación Técnica o de Universidad(No finalizada),En el último año,En la última decada,Nunca,Nunca
1301.0,Mujer,Educación Técnica o de Universidad(No finalizada),En el último año,En el último mes,Nunca,En la última semana
1302.0,Mujer,Educación Técnica o de Universidad(No finalizada),En el último año,Ayer,Nunca,Nunca
1303.0,Hombre,Grado Universitario,En la última semana,En la última decada,Nunca,Nunca
1304.0,Hombre,Grado Universitario,En la última semana,En la última semana,Nunca,Nunca
1305.0,Mujer,Educación Técnica o de Universidad(No finalizada),En la última semana,Ayer,Nunca,Nunca
1306.0,Hombre,Educación Técnica o de Universidad(No finalizada),Ayer,Ayer,Nunca,Nunca
1307.0,Hombre,Educación Técnica o de Universidad(No finalizada),En el último mes,Ayer,Nunca,Nunca
1308.0,Hombre,Maestría finalizada,Ayer,En la última semana,Nunca,Nunca
1309.0,Mujer,Grado Universitario,En la última semana,En el último año,Nunca,Nunca
1310.0,Mujer,Maestría finalizada,En la última semana,En la última semana,Nunca,Nunca
1311.0,Hombre,Dejó la escuela a los 16 años,En la última semana,En la última decada,Nunca,Nunca
1312.0,Mujer,Educación Técnica o de Universidad(No finalizada),Ayer,En la última decada,Nunca,Nunca
1313.0,Mujer,Maestría finalizada,Ayer,Ayer,Nunca,Nunca
1314.0,Mujer,Educación Técnica o de Universidad(No finalizada),Ayer,En el último mes,Nunca,Nunca
1315.0,Hombre,Grado Universitario,Ayer,En el último año,Nunca,Nunca
1316.0,Hombre,Grado Universitario,En la última decada,En el último año,Nunca,Nunca
1317.0,Hombre,Diploma/certificado profesional,En la última semana,Ayer,Nunca,Nunca
1318.0,Mujer,Grado Universitario,En la última semana,En la última semana,Nunca,Nunca
1319.0,Mujer,Educación Técnica o de Universidad(No finalizada),En la última semana,En la última semana,Nunca,Nunca
1320.0,Hombre,Grado Universitario,Ayer,En la última semana,En la última semana,Nunca
1321.0,Hombre,Educación Técnica o de Universidad(No finalizada),En la última semana,En el último año,Nunca,Nunca
1322.0,Mujer,Educación Técnica o de Universidad(No finalizada),En el último mes,En el último mes,Nunca,Nunca
1323.0,Mujer,Grado Universitario,En la última semana,En el último año,Nunca,Nunca
1324.0,Hombre,Educación Técnica o de Universidad(No finalizada),Hace mas de una decada,Hace mas de una decada,En la última semana,En la última semana
1325.0,Mujer,Educación Técnica o de Universidad(No finalizada),En el último mes,En el último año,Nunca,Nunca
1326.0,Hombre,Diploma/certificado profesional,En el último mes,En el último año,Nunca,Nunca
1327.0,Hombre,Diploma/certificado profesional,En el último mes,Ayer,Nunca,Nunca
1328.0,Hombre,Educación Técnica o de Universidad(No finalizada),En el último mes,Ayer,Nunca,Nunca
1329.0,Mujer,Grado Universitario,En la última semana,Ayer,En la última semana,En la última decada
1330.0,Mujer,Grado Universitario,En la última semana,En la última semana,Nunca,Nunca
1331.0,Hombre,Grado Universitario,En la última semana,En el último mes,Nunca,En la última decada
1332.0,Hombre,Grado Universitario,En la última decada,Ayer,Nunca,Nunca
1333.0,Mujer,Diploma/certificado profesional,En el último mes,En el último año,Nunca,Nunca
1334.0,Hombre,Grado Universitario,En la última semana,Ayer,Nunca,En la última decada
1335.0,Hombre,Educación Técnica o de Universidad(No finalizada),En la última semana,Ayer,Nunca,Nunca
1336.0,Hombre,Grado Universitario,En el último mes,En la última decada,Nunca,Nunca
1337.0,Mujer,Grado Universitario,Ayer,En la última semana,Nunca,Nunca
1338.0,Mujer,Grado Universitario,Ayer,Nunca,Nunca,Nunca
1339.0,Hombre,Diploma/certificado profesional,Ayer,En el último mes,En la última decada,Hace mas de una decada
1340.0,Hombre,Diploma/certificado profesional,En la última semana,En el último año,En el último año,Ayer
1341.0,Hombre,Dejó la escuela a los 18 años,En la última semana,En el último mes,Nunca,En el último año
1342.0,Hombre,Dejó la escuela a los 18 años,Ayer,Ayer,Ayer,En el último mes
1343.0,Mujer,Doctorado finalizado,En el último año,En la última decada,Nunca,Nunca
1344.0,Hombre,Diploma/certificado profesional,En la última semana,En la última decada,En la última decada,Nunca
1345.0,Hombre,Dejó la escuela a los 18 años,En la última semana,Ayer,En el último mes,Nunca
1346.0,Hombre,Dejó la escuela a los 18 años,En la última semana,En el último año,Nunca,Nunca
1347.0,Hombre,Educación Técnica o de Universidad(No finalizada),Ayer,Ayer,Hace mas de una decada,Nunca
1348.0,Hombre,Grado Universitario,En la última semana,En el último mes,Nunca,Nunca
1349.0,Mujer,Dejó la escuela a los 18 años,En el último mes,Ayer,Nunca,En la última decada
1350.0,Mujer,Educación Técnica o de Universidad(No finalizada),En la última semana,En el último mes,Nunca,Nunca
1351.0,Mujer,Educación Técnica o de Universidad(No finalizada),En el último año,Ayer,Nunca,Nunca
1352.0,Mujer,Grado Universitario,En la última semana,Nunca,Nunca,Nunca
1353.0,Hombre,Grado Universitario,En la última decada,En la última semana,Hace mas de una decada,Nunca
1354.0,Mujer,Dejó la escuela a los 18 años,En el último año,Ayer,Nunca,Nunca
1355.0,Hombre,Educación Técnica o de Universidad(No finalizada),En la última semana,Ayer,Nunca,En la última decada
1356.0,Hombre,Grado Universitario,En el último mes,Ayer,Nunca,Nunca
1357.0,Hombre,Educación Técnica o de Universidad(No finalizada),Ayer,En el último mes,Nunca,Nunca
1358.0,Hombre,Diploma/certificado profesional,En el último mes,En la última decada,Nunca,Nunca
1359.0,Hombre,Educación Técnica o de Universidad(No finalizada),En el último mes,Ayer,Nunca,Nunca
1360.0,Hombre,Educación Técnica o de Universidad(No finalizada),En el último mes,En la última decada,En la última semana,En el último mes
1361.0,Mujer,Educación Técnica o de Universidad(No finalizada),En la última semana,En el último año,Nunca,Nunca
1362.0,Mujer,Educación Técnica o de Universidad(No finalizada),En el último año,Ayer,Nunca,Nunca
1363.0,Hombre,Educación Técnica o de Universidad(No finalizada),Ayer,En el último mes,Nunca,En el último mes
1364.0,Mujer,Maestría finalizada,En la última semana,Nunca,Nunca,Nunca
1365.0,Hombre,Educación Técnica o de Universidad(No finalizada),En la última semana,Ayer,Nunca,Nunca
1366.0,Mujer,Grado Universitario,Ayer,Ayer,Nunca,Nunca
1367.0,Mujer,Dejó la escuela a los 16 años,Ayer,Ayer,Nunca,Nunca
1368.0,Hombre,Dejó la escuela a los 18 años,En el último año,En el último mes,Nunca,Nunca
1369.0,Mujer,Educación Técnica o de Universidad(No finalizada),En la última semana,Ayer,Nunca,En el último mes
1370.0,Hombre,Educación Técnica o de Universidad(No finalizada),En la última semana,En el último año,En la última decada,En la última decada
1371.0,Mujer,Diploma/certificado profesional,En el último mes,En el último año,Hace mas de una decada,En la última decada
1372.0,Mujer,Maestría finalizada,Ayer,En la última semana,Nunca,Nunca
1373.0,Hombre,Educación Técnica o de Universidad(No finalizada),En el último mes,Ayer,Nunca,Nunca
1374.0,Hombre,Grado Universitario,En la última semana,Ayer,Ayer,En la última decada
1375.0,Hombre,Grado Universitario,Ayer,Hace mas de una decada,Nunca,Nunca
1376.0,Hombre,Dejó la escuela a los 18 años,En el último año,En el último año,Nunca,Nunca
1377.0,Hombre,Grado Universitario,En la última semana,En la última semana,En la última decada,En la última semana
1378.0,Mujer,Maestría finalizada,En la última semana,Nunca,Nunca,Nunca
1379.0,Mujer,Maestría finalizada,En el último año,En el último mes,Nunca,Nunca
1380.0,Hombre,Educación Técnica o de Universidad(No finalizada),En la última semana,Ayer,Nunca,Nunca
1381.0,Mujer,Grado Universitario,En la última semana,Nunca,Nunca,Nunca
1382.0,Hombre,Educación Técnica o de Universidad(No finalizada),Ayer,Ayer,Nunca,Nunca
1383.0,Hombre,Educación Técnica o de Universidad(No finalizada),En la última semana,Ayer,Nunca,Nunca
1384.0,Mujer,Grado Universitario,En la última semana,Ayer,Nunca,Nunca
1385.0,Hombre,Educación Técnica o de Universidad(No finalizada),En la última semana,En el último año,Nunca,Nunca
1386.0,Mujer,Educación Técnica o de Universidad(No finalizada),En la última semana,En la última semana,Nunca,Nunca
1387.0,Mujer,Educación Técnica o de Universidad(No finalizada),Ayer,Hace mas de una decada,En la última semana,En la última semana
1388.0,Mujer,Doctorado finalizado,Nunca,Nunca,Nunca,Nunca
1389.0,Mujer,Diploma/certificado profesional,En la última semana,En el último mes,Nunca,Nunca
1390.0,Hombre,Educación Técnica o de Universidad(No finalizada),En la última semana,Ayer,Nunca,Nunca
1391.0,Hombre,Grado Universitario,En la última semana,Ayer,Nunca,Nunca
1392.0,Hombre,Educación Técnica o de Universidad(No finalizada),En la última semana,En el último mes,En la última semana,En la última semana
1393.0,Hombre,Diploma/certificado profesional,Nunca,Nunca,Nunca,Nunca
1394.0,Mujer,Maestría finalizada,En el último año,En la última decada,Nunca,Nunca
1395.0,Mujer,Maestría finalizada,En el último año,Nunca,Nunca,Nunca
1396.0,Mujer,Grado Universitario,En la última semana,En la última semana,Nunca,Nunca
1397.0,Mujer,Maestría finalizada,En la última semana,Nunca,Nunca,Nunca
1398.0,Mujer,Grado Universitario,En la última semana,En el último mes,Nunca,Nunca
1399.0,Hombre,Educación Técnica o de Universidad(No finalizada),En el último año,En la última semana,En la última semana,Nunca
1400.0,Mujer,Grado Universitario,En la última semana,En la última semana,Nunca,Nunca
1401.0,Mujer,Maestría finalizada,En la última semana,En la última decada,Nunca,Nunca
1402.0,Mujer,Grado Universitario,En la última semana,Nunca,Nunca,Nunca
1403.0,Mujer,Grado Universitario,Ayer,En la última decada,Nunca,Nunca
1404.0,Mujer,Grado Universitario,En la última semana,Nunca,Nunca,Nunca
1405.0,Mujer,Grado Universitario,En la última semana,Nunca,Nunca,Nunca
1406.0,Mujer,Doctorado finalizado,Ayer,En la última semana,Nunca,Nunca
1407.0,Mujer,Grado Universitario,Ayer,En la última semana,Nunca,Nunca
1408.0,Mujer,Maestría finalizada,En la última semana,En el último año,Nunca,Nunca
1409.0,Hombre,Maestría finalizada,Ayer,En la última semana,Nunca,Nunca
1410.0,Mujer,Doctorado finalizado,En la última semana,En el último año,Nunca,Nunca
1411.0,Mujer,Grado Universitario,En el último año,Nunca,Nunca,Nunca
1412.0,Mujer,Grado Universitario,En la última semana,Ayer,Nunca,Nunca
1413.0,Mujer,Maestría finalizada,En la última semana,En la última semana,Nunca,Nunca
1414.0,Mujer,Grado Universitario,En la última semana,En la última semana,Nunca,Nunca
1415.0,Mujer,Doctorado finalizado,En la última semana,En el último mes,Nunca,Nunca
1416.0,Hombre,Dejó la escuela a los 16 años,En el último año,Ayer,Nunca,Nunca
1417.0,Hombre,Educación Técnica o de Universidad(No finalizada),En la última semana,Ayer,Nunca,Nunca
1418.0,Mujer,Grado Universitario,Nunca,Nunca,Nunca,Nunca
1419.0,Mujer,Maestría finalizada,En la última semana,Hace mas de una decada,Nunca,Nunca
1420.0,Hombre,Educación Técnica o de Universidad(No finalizada),Ayer,Ayer,Nunca,Nunca
1421.0,Hombre,Educación Técnica o de Universidad(No finalizada),En el último mes,Ayer,Nunca,Nunca
1422.0,Hombre,Educación Técnica o de Universidad(No finalizada),Ayer,Ayer,Nunca,Nunca
1423.0,Hombre,Dejó la escuela antes de los 16 años,Hace mas de una decada,Ayer,Nunca,Nunca
1424.0,Hombre,Grado Universitario,En el último mes,Ayer,Nunca,En la última semana
1425.0,Hombre,Educación Técnica o de Universidad(No finalizada),En la última semana,En el último mes,Nunca,Nunca
1426.0,Mujer,Grado Universitario,Ayer,Ayer,En la última semana,En la última decada
1427.0,Hombre,Diploma/certificado profesional,En la última semana,En la última semana,Nunca,Nunca
1428.0,Mujer,Diploma/certificado profesional,Ayer,Nunca,Nunca,Nunca
1429.0,Hombre,Educación Técnica o de Universidad(No finalizada),En el último mes,En el último año,Nunca,Nunca
1430.0,Mujer,Educación Técnica o de Universidad(No finalizada),En el último año,En el último año,Nunca,Nunca
1431.0,Hombre,Educación Técnica o de Universidad(No finalizada),Ayer,Nunca,Nunca,Nunca
1432.0,Mujer,Educación Técnica o de Universidad(No finalizada),Ayer,En el último año,Nunca,Nunca
1433.0,Mujer,Doctorado finalizado,Ayer,En la última decada,Nunca,Nunca
1434.0,Mujer,Maestría finalizada,En la última semana,Nunca,Nunca,Nunca
1435.0,Mujer,Maestría finalizada,En la última decada,Nunca,Nunca,Nunca
1436.0,Mujer,Maestría finalizada,Ayer,Hace mas de una decada,Nunca,Nunca
1437.0,Mujer,Diploma/certificado profesional,En la última semana,En la última semana,Nunca,Nunca
1438.0,Hombre,Dejó la escuela a los 16 años,En el último año,En la última decada,Nunca,En la última semana
1439.0,Hombre,Educación Técnica o de Universidad(No finalizada),En la última semana,En el último año,Nunca,En la última decada
1440.0,Hombre,Educación Técnica o de Universidad(No finalizada),Ayer,En el último año,Nunca,Nunca
1441.0,Mujer,Maestría finalizada,Ayer,Nunca,Nunca,Nunca
1442.0,Mujer,Maestría finalizada,Ayer,Nunca,Nunca,Nunca
1443.0,Mujer,Maestría finalizada,Hace mas de una decada,Nunca,Nunca,Nunca
1444.0,Mujer,Doctorado finalizado,Ayer,En la última semana,Nunca,Nunca
1445.0,Mujer,Maestría finalizada,Ayer,Hace mas de una decada,Nunca,Nunca
1446.0,Mujer,Maestría finalizada,En la última semana,Hace mas de una decada,Nunca,Nunca
1447.0,Mujer,Maestría finalizada,En el último mes,Nunca,Nunca,Nunca
1448.0,Mujer,Maestría finalizada,En el último mes,Nunca,Nunca,Nunca
1449.0,Mujer,Grado Universitario,En la última semana,Nunca,Nunca,Nunca
1450.0,Mujer,Maestría finalizada,Nunca,Nunca,Nunca,Nunca
1451.0,Mujer,Maestría finalizada,En la última semana,En la última semana,Nunca,Nunca
1452.0,Mujer,Doctorado finalizado,En la última semana,En la última semana,Nunca,Nunca
1453.0,Hombre,Educación Técnica o de Universidad(No finalizada),En el último año,En el último año,En la última semana,En la última decada
1454.0,Mujer,Grado Universitario,En el último mes,Nunca,Nunca,Nunca
1455.0,Mujer,Doctorado finalizado,En la última semana,Nunca,Nunca,Nunca
1456.0,Hombre,Diploma/certificado profesional,En la última semana,En el último año,Nunca,Nunca
1457.0,Mujer,Maestría finalizada,En la última semana,Nunca,Nunca,Nunca
1458.0,Mujer,Doctorado finalizado,En el último mes,En la última decada,Nunca,Nunca
1459.0,Mujer,Grado Universitario,En el último mes,Hace mas de una decada,Nunca,Nunca
1460.0,Mujer,Grado Universitario,En la última semana,En la última decada,Nunca,Nunca
1461.0,Mujer,Doctorado finalizado,En la última semana,Hace mas de una decada,Nunca,Nunca
1462.0,Hombre,Maestría finalizada,En la última semana,Hace mas de una decada,Nunca,Nunca
1463.0,Hombre,Maestría finalizada,En la última semana,En la última decada,Nunca,Nunca
1464.0,Hombre,Educación Técnica o de Universidad(No finalizada),Ayer,Ayer,Nunca,Nunca
1465.0,Hombre,Maestría finalizada,En el último mes,Nunca,Nunca,Nunca
1466.0,Mujer,Educación Técnica o de Universidad(No finalizada),En el último año,Ayer,Nunca,Nunca
1467.0,Mujer,Grado Universitario,En la última semana,Ayer,Nunca,Nunca
1468.0,Mujer,Grado Universitario,En el último mes,Ayer,Hace mas de una decada,Hace mas de una decada
1469.0,Mujer,Maestría finalizada,En el último mes,En la última semana,Nunca,Nunca
1470.0,Mujer,Grado Universitario,En la última semana,Nunca,Nunca,Nunca
1471.0,Hombre,Grado Universitario,Nunca,Nunca,Nunca,Nunca
1472.0,Hombre,Maestría finalizada,En la última semana,En el último mes,Nunca,Nunca
1473.0,Hombre,Educación Técnica o de Universidad(No finalizada),Ayer,En el último mes,Nunca,Nunca
1474.0,Mujer,Maestría finalizada,Ayer,En la última decada,Nunca,Nunca
1475.0,Hombre,Educación Técnica o de Universidad(No finalizada),En el último mes,En el último mes,Nunca,Nunca
1476.0,Mujer,Educación Técnica o de Universidad(No finalizada),En la última semana,En la última semana,En la última semana,En el último mes
1477.0,Hombre,Diploma/certificado profesional,En la última semana,Ayer,En la última semana,Nunca
1478.0,Hombre,Educación Técnica o de Universidad(No finalizada),Ayer,Ayer,Nunca,Nunca
1479.0,Hombre,Educación Técnica o de Universidad(No finalizada),Ayer,Ayer,Nunca,En la última semana
1480.0,Mujer,Diploma/certificado profesional,En la última semana,Hace mas de una decada,Nunca,Nunca
1481.0,Mujer,Educación Técnica o de Universidad(No finalizada),En el último año,En la última semana,En la última semana,En la última semana
1482.0,Mujer,Grado Universitario,En el último mes,Ayer,Nunca,Hace mas de una decada
1483.0,Mujer,Doctorado finalizado,En la última semana,Nunca,Nunca,Nunca
1484.0,Mujer,Grado Universitario,En la última semana,En el último mes,Nunca,Nunca
1485.0,Hombre,Diploma/certificado profesional,En el último año,En la última semana,Nunca,En la última semana
1486.0,Mujer,Doctorado finalizado,En la última semana,Nunca,Nunca,Nunca
1487.0,Hombre,Educación Técnica o de Universidad(No finalizada),Ayer,Ayer,Nunca,Nunca
1488.0,Mujer,Grado Universitario,En la última semana,Nunca,Nunca,Nunca
1489.0,Hombre,Grado Universitario,Ayer,Ayer,Nunca,En la última decada
1490.0,Mujer,Educación Técnica o de Universidad(No finalizada),Ayer,En la última semana,Nunca,Nunca
1491.0,Mujer,Doctorado finalizado,En la última semana,En la última semana,Nunca,Nunca
1492.0,Mujer,Maestría finalizada,En la última semana,Hace mas de una decada,Nunca,Nunca
1493.0,Hombre,Educación Técnica o de Universidad(No finalizada),Ayer,Ayer,Nunca,Nunca
1494.0,Hombre,Educación Técnica o de Universidad(No finalizada),En el último mes,En el último mes,En la última semana,Nunca
1495.0,Hombre,Educación Técnica o de Universidad(No finalizada),En la última semana,Ayer,En el último mes,Nunca
1496.0,Hombre,Educación Técnica o de Universidad(No finalizada),En la última semana,En el último año,Nunca,Nunca
1497.0,Hombre,Educación Técnica o de Universidad(No finalizada),En el último mes,En la última decada,Nunca,Nunca
1498.0,Hombre,Maestría finalizada,En la última semana,Nunca,Nunca,Nunca
1499.0,Mujer,Dejó la escuela antes de los 16 años,En la última semana,Ayer,En la última semana,Nunca
1500.0,Hombre,Grado Universitario,En la última semana,Hace mas de una decada,Nunca,Nunca
1501.0,Hombre,Doctorado finalizado,En la última semana,Ayer,En la última decada,En la última decada
1502.0,Mujer,Educación Técnica o de Universidad(No finalizada),En el último mes,En el último año,Nunca,Nunca
1503.0,Hombre,Grado Universitario,Ayer,Nunca,Nunca,Nunca
1504.0,Hombre,Grado Universitario,Ayer,Ayer,Nunca,En la última semana
1505.0,Mujer,Grado Universitario,Ayer,Ayer,Nunca,Nunca
1506.0,Mujer,Diploma/certificado profesional,En la última semana,Ayer,Nunca,Nunca
1507.0,Mujer,Doctorado finalizado,Ayer,Hace mas de una decada,Nunca,Nunca
1508.0,Mujer,Dejó la escuela a los 16 años,En el último mes,Nunca,Nunca,Nunca
1509.0,Mujer,Grado Universitario,Ayer,En la última decada,Nunca,Nunca
1510.0,Mujer,Diploma/certificado profesional,En la última semana,Ayer,Hace mas de una decada,Nunca
1511.0,Hombre,Educación Técnica o de Universidad(No finalizada),Nunca,Nunca,Nunca,Nunca
1512.0,Hombre,Grado Universitario,En la última semana,Ayer,Nunca,Nunca
1513.0,Hombre,Dejó la escuela antes de los 16 años,Ayer,Ayer,Nunca,Nunca
1514.0,Hombre,Educación Técnica o de Universidad(No finalizada),En el último año,Ayer,En la última semana,Nunca
1515.0,Hombre,Dejó la escuela a los 18 años,En el último año,En la última semana,En la última semana,En el último mes
1516.0,Hombre,Educación Técnica o de Universidad(No finalizada),Ayer,En el último mes,Nunca,Nunca
1517.0,Hombre,Dejó la escuela a los 18 años,En la última semana,Ayer,Nunca,Nunca
1518.0,Hombre,Doctorado finalizado,En la última semana,En la última decada,Nunca,Nunca
1519.0,Hombre,Diploma/certificado profesional,Ayer,Ayer,Nunca,Nunca
1520.0,Hombre,Educación Técnica o de Universidad(No finalizada),Nunca,En el último mes,En la última semana,En la última semana
1521.0,Hombre,Educación Técnica o de Universidad(No finalizada),En la última semana,En la última semana,Nunca,Nunca
1522.0,Hombre,Diploma/certificado profesional,En la última semana,Ayer,Nunca,Nunca
1523.0,Hombre,Diploma/certificado profesional,En el último año,En la última decada,Nunca,Nunca
1524.0,Hombre,Educación Técnica o de Universidad(No finalizada),En el último mes,En la última decada,Nunca,En la última semana
1525.0,Hombre,Dejó la escuela a los 18 años,En la última decada,Ayer,Nunca,Nunca
1526.0,Hombre,Dejó la escuela a los 16 años,Ayer,En el último mes,Nunca,Nunca
1527.0,Hombre,Dejó la escuela a los 18 años,En la última semana,En el último año,Nunca,Nunca
1528.0,Hombre,Educación Técnica o de Universidad(No finalizada),Ayer,Ayer,Nunca,Nunca
1529.0,Mujer,Grado Universitario,Ayer,Ayer,Nunca,Nunca
1530.0,Hombre,Educación Técnica o de Universidad(No finalizada),En la última semana,Ayer,En la última decada,Nunca
1531.0,Hombre,Dejó la escuela antes de los 16 años,En el último año,En el último mes,Nunca,Nunca
1532.0,Mujer,Grado Universitario,En la última semana,Ayer,Nunca,Nunca
1533.0,Hombre,Educación Técnica o de Universidad(No finalizada),En la última semana,En el último mes,En la última decada,En la última semana
1534.0,Hombre,Educación Técnica o de Universidad(No finalizada),En la última semana,En la última decada,Nunca,Nunca
1535.0,Hombre,Dejó la escuela a los 18 años,Ayer,En el último año,Nunca,Nunca
1536.0,Mujer,Educación Técnica o de Universidad(No finalizada),En la última semana,En el último mes,Nunca,Nunca
1537.0,Mujer,Educación Técnica o de Universidad(No finalizada),En la última semana,En la última decada,Nunca,Nunca
1538.0,Mujer,Educación Técnica o de Universidad(No finalizada),En la última semana,En el último año,Nunca,Nunca
1539.0,Mujer,Educación Técnica o de Universidad(No finalizada),En el último mes,Nunca,Nunca,Nunca
1540.0,Hombre,Educación Técnica o de Universidad(No finalizada),Ayer,En el último año,En la última decada,En la última decada
1541.0,Mujer,Educación Técnica o de Universidad(No finalizada),Ayer,Ayer,Nunca,Nunca
1542.0,Hombre,Educación Técnica o de Universidad(No finalizada),Ayer,Ayer,Nunca,Nunca
1543.0,Hombre,Educación Técnica o de Universidad(No finalizada),Ayer,Ayer,En la última semana,En el último año
1544.0,Hombre,Educación Técnica o de Universidad(No finalizada),En el último mes,En el último mes,Nunca,Nunca
1545.0,Hombre,Educación Técnica o de Universidad(No finalizada),En el último mes,Ayer,Nunca,Nunca
1546.0,Mujer,Educación Técnica o de Universidad(No finalizada),En el último año,Ayer,Nunca,Nunca
1547.0,Hombre,Dejó la escuela a los 18 años,En el último año,En el último mes,Nunca,Nunca
1548.0,Mujer,Educación Técnica o de Universidad(No finalizada),En el último año,Ayer,Nunca,Nunca
1549.0,Hombre,Grado Universitario,En la última semana,Nunca,Nunca,Nunca
1550.0,Mujer,Maestría finalizada,En la última semana,Nunca,Nunca,Nunca
1551.0,Mujer,Diploma/certificado profesional,Ayer,En la última semana,Nunca,Nunca
1552.0,Mujer,Diploma/certificado profesional,En el último año,Nunca,Nunca,Nunca
1553.0,Mujer,Educación Técnica o de Universidad(No finalizada),Ayer,Hace mas de una decada,Nunca,Nunca
1554.0,Mujer,Diploma/certificado profesional,Ayer,Nunca,Nunca,Nunca
1555.0,Hombre,Educación Técnica o de Universidad(No finalizada),Ayer,En la última semana,Nunca,Nunca
1556.0,Hombre,Maestría finalizada,En la última semana,En la última semana,Nunca,Nunca
1557.0,Mujer,Maestría finalizada,Ayer,En la última decada,Nunca,Nunca
1558.0,Mujer,Educación Técnica o de Universidad(No finalizada),En la última semana,En la última semana,Nunca,Nunca
1559.0,Mujer,Grado Universitario,En el último mes,Nunca,Nunca,Nunca
1560.0,Mujer,Grado Universitario,En la última semana,En la última semana,Nunca,Nunca
1561.0,Mujer,Maestría finalizada,En el último mes,En la última semana,Nunca,Nunca
1562.0,Mujer,Grado Universitario,Hace mas de una decada,Hace mas de una decada,Nunca,Nunca
1563.0,Mujer,Dejó la escuela antes de los 16 años,Hace mas de una decada,Nunca,Nunca,Nunca
1564.0,Hombre,Diploma/certificado profesional,En el último mes,En la última decada,Nunca,Nunca
1565.0,Mujer,Grado Universitario,Ayer,Nunca,Nunca,Nunca
1566.0,Mujer,Diploma/certificado profesional,Ayer,Hace mas de una decada,Nunca,Nunca
